"LOCATION","Country","ENV_INDICATORS","Indicator","TIME","Time","Value","Flag Codes","Flags"
"TUR","Turkey","WATE21","Monitoring sites in agricultural areas where one or more pesticides are present in surface water (%)","1996","1996",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE21","Monitoring sites in agricultural areas where one or more pesticides are present in surface water (%)","1997","1997",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE21","Monitoring sites in agricultural areas where one or more pesticides are present in surface water (%)","1998","1998",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE21","Monitoring sites in agricultural areas where one or more pesticides are present in surface water (%)","1999","1999",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE21","Monitoring sites in agricultural areas where one or more pesticides are present in surface water (%)","2000","2000",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE21","Monitoring sites in agricultural areas where one or more pesticides are present in surface water (%)","2001","2001",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE21","Monitoring sites in agricultural areas where one or more pesticides are present in surface water (%)","2002","2002",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE21","Monitoring sites in agricultural areas where one or more pesticides are present in surface water (%)","2003","2003",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE21","Monitoring sites in agricultural areas where one or more pesticides are present in surface water (%)","2004","2004",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE21","Monitoring sites in agricultural areas where one or more pesticides are present in surface water (%)","2005","2005",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE23","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1990","1990",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE23","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1991","1991",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE23","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1992","1992",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE23","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1993","1993",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE23","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1994","1994",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE23","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1995","1995",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE23","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1996","1996",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE23","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1997","1997",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE23","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1998","1998",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE23","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1999","1999",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE23","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2000","2000",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE23","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2001","2001",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE23","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2002","2002",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE23","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2003","2003",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE23","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2004","2004",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE23","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2005","2005",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","1990","1990",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","1991","1991",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","1992","1992",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","1993","1993",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","1994","1994",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","1995","1995",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","1996","1996",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","1997","1997",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","1998","1998",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","1999","1999",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","2000","2000",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","2001","2001",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","2002","2002",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","2003","2003",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","2004","2004",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE24","Monitoring sites in agricultural areas where one or more pesticides are present in groundwater (%)","2005","2005",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE26","Total national water resources","1990","1990",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE26","Total national water resources","1991","1991",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE26","Total national water resources","1992","1992",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE26","Total national water resources","1993","1993",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE26","Total national water resources","1994","1994",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE26","Total national water resources","1995","1995",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE26","Total national water resources","1996","1996",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE26","Total national water resources","1997","1997",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE26","Total national water resources","1998","1998",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE26","Total national water resources","1999","1999",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE26","Total national water resources","2000","2000",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE26","Total national water resources","2001","2001",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE26","Total national water resources","2002","2002",234300,,
"TUR","Turkey","WATE26","Total national water resources","2003","2003",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE26","Total national water resources","2004","2004",234000,,
"TUR","Turkey","WATE26","Total national water resources","2005","2005",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE28","National water withdrawals (million m3)","1990","1990",28073,,
"TUR","Turkey","WATE28","National water withdrawals (million m3)","1991","1991",32200,,
"TUR","Turkey","WATE28","National water withdrawals (million m3)","1992","1992",32800,,
"TUR","Turkey","WATE28","National water withdrawals (million m3)","1993","1993",33500,,
"TUR","Turkey","WATE28","National water withdrawals (million m3)","1994","1994",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE28","National water withdrawals (million m3)","1995","1995",30112,,
"TUR","Turkey","WATE28","National water withdrawals (million m3)","1996","1996",30618,,
"TUR","Turkey","WATE28","National water withdrawals (million m3)","1997","1997",31822,,
"TUR","Turkey","WATE28","National water withdrawals (million m3)","1998","1998",33630,,
"TUR","Turkey","WATE28","National water withdrawals (million m3)","1999","1999",38900,,
"TUR","Turkey","WATE28","National water withdrawals (million m3)","2000","2000",39300,,
"TUR","Turkey","WATE28","National water withdrawals (million m3)","2001","2001",39780,,
"TUR","Turkey","WATE28","National water withdrawals (million m3)","2002","2002",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE28","National water withdrawals (million m3)","2003","2003",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE28","National water withdrawals (million m3)","2004","2004",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE28","National water withdrawals (million m3)","2005","2005",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE29","Surface water withdrawals  (million m3)","1990","1990",24303,,
"TUR","Turkey","WATE29","Surface water withdrawals  (million m3)","1991","1991",25600,,
"TUR","Turkey","WATE29","Surface water withdrawals  (million m3)","1992","1992",25900,,
"TUR","Turkey","WATE29","Surface water withdrawals  (million m3)","1993","1993",26000,,
"TUR","Turkey","WATE29","Surface water withdrawals  (million m3)","1994","1994",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE29","Surface water withdrawals  (million m3)","1995","1995",25032,,
"TUR","Turkey","WATE29","Surface water withdrawals  (million m3)","1996","1996",25258,,
"TUR","Turkey","WATE29","Surface water withdrawals  (million m3)","1997","1997",26222,,
"TUR","Turkey","WATE29","Surface water withdrawals  (million m3)","1998","1998",27840,,
"TUR","Turkey","WATE29","Surface water withdrawals  (million m3)","1999","1999",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE29","Surface water withdrawals  (million m3)","2000","2000",33300,,
"TUR","Turkey","WATE29","Surface water withdrawals  (million m3)","2001","2001",33780,,
"TUR","Turkey","WATE29","Surface water withdrawals  (million m3)","2002","2002",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE29","Surface water withdrawals  (million m3)","2003","2003",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE29","Surface water withdrawals  (million m3)","2004","2004",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE29","Surface water withdrawals  (million m3)","2005","2005",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE30","Groundwater withdrawals  (million m3)","1990","1990",3770,,
"TUR","Turkey","WATE30","Groundwater withdrawals  (million m3)","1991","1991",6600,,
"TUR","Turkey","WATE30","Groundwater withdrawals  (million m3)","1992","1992",6900,,
"TUR","Turkey","WATE30","Groundwater withdrawals  (million m3)","1993","1993",7500,,
"TUR","Turkey","WATE30","Groundwater withdrawals  (million m3)","1994","1994",7600,,
"TUR","Turkey","WATE30","Groundwater withdrawals  (million m3)","1995","1995",5080,,
"TUR","Turkey","WATE30","Groundwater withdrawals  (million m3)","1996","1996",5360,,
"TUR","Turkey","WATE30","Groundwater withdrawals  (million m3)","1997","1997",5600,,
"TUR","Turkey","WATE30","Groundwater withdrawals  (million m3)","1998","1998",5790,,
"TUR","Turkey","WATE30","Groundwater withdrawals  (million m3)","1999","1999",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE30","Groundwater withdrawals  (million m3)","2000","2000",6000,,
"TUR","Turkey","WATE30","Groundwater withdrawals  (million m3)","2001","2001",6000,,
"TUR","Turkey","WATE30","Groundwater withdrawals  (million m3)","2002","2002",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE30","Groundwater withdrawals  (million m3)","2003","2003",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE30","Groundwater withdrawals  (million m3)","2004","2004",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE30","Groundwater withdrawals  (million m3)","2005","2005",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE32","Agricultural water withdrawals (million m3)","1990","1990",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE32","Agricultural water withdrawals (million m3)","1991","1991",17371,,
"TUR","Turkey","WATE32","Agricultural water withdrawals (million m3)","1992","1992",18238,,
"TUR","Turkey","WATE32","Agricultural water withdrawals (million m3)","1993","1993",17767,,
"TUR","Turkey","WATE32","Agricultural water withdrawals (million m3)","1994","1994",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE32","Agricultural water withdrawals (million m3)","1995","1995",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE32","Agricultural water withdrawals (million m3)","1996","1996",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE32","Agricultural water withdrawals (million m3)","1997","1997",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE32","Agricultural water withdrawals (million m3)","1998","1998",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE32","Agricultural water withdrawals (million m3)","1999","1999",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE32","Agricultural water withdrawals (million m3)","2000","2000",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE32","Agricultural water withdrawals (million m3)","2001","2001",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE32","Agricultural water withdrawals (million m3)","2002","2002",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE32","Agricultural water withdrawals (million m3)","2003","2003",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE32","Agricultural water withdrawals (million m3)","2004","2004",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE32","Agricultural water withdrawals (million m3)","2005","2005",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE34","Agricultural groundwater withdrawals (million m3)","1990","1990",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE34","Agricultural groundwater withdrawals (million m3)","1991","1991",3800,,
"TUR","Turkey","WATE34","Agricultural groundwater withdrawals (million m3)","1992","1992",4100,,
"TUR","Turkey","WATE34","Agricultural groundwater withdrawals (million m3)","1993","1993",4100,,
"TUR","Turkey","WATE34","Agricultural groundwater withdrawals (million m3)","1994","1994",5679,,
"TUR","Turkey","WATE34","Agricultural groundwater withdrawals (million m3)","1995","1995",5988,,
"TUR","Turkey","WATE34","Agricultural groundwater withdrawals (million m3)","1996","1996",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE34","Agricultural groundwater withdrawals (million m3)","1997","1997",2067,,
"TUR","Turkey","WATE34","Agricultural groundwater withdrawals (million m3)","1998","1998",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE34","Agricultural groundwater withdrawals (million m3)","1999","1999",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE34","Agricultural groundwater withdrawals (million m3)","2000","2000",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE34","Agricultural groundwater withdrawals (million m3)","2001","2001",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE34","Agricultural groundwater withdrawals (million m3)","2002","2002",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE34","Agricultural groundwater withdrawals (million m3)","2003","2003",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE34","Agricultural groundwater withdrawals (million m3)","2004","2004",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE34","Agricultural groundwater withdrawals (million m3)","2005","2005",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE36","Irrigation water withdrawals (million m3)","1990","1990",20827,,
"TUR","Turkey","WATE36","Irrigation water withdrawals (million m3)","1991","1991",17371,,
"TUR","Turkey","WATE36","Irrigation water withdrawals (million m3)","1992","1992",18238,,
"TUR","Turkey","WATE36","Irrigation water withdrawals (million m3)","1993","1993",17767,,
"TUR","Turkey","WATE36","Irrigation water withdrawals (million m3)","1994","1994",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE36","Irrigation water withdrawals (million m3)","1995","1995",23238,,
"TUR","Turkey","WATE36","Irrigation water withdrawals (million m3)","1996","1996",23748,,
"TUR","Turkey","WATE36","Irrigation water withdrawals (million m3)","1997","1997",24956,,
"TUR","Turkey","WATE36","Irrigation water withdrawals (million m3)","1998","1998",26668,,
"TUR","Turkey","WATE36","Irrigation water withdrawals (million m3)","1999","1999",29200,,
"TUR","Turkey","WATE36","Irrigation water withdrawals (million m3)","2000","2000",30600,,
"TUR","Turkey","WATE36","Irrigation water withdrawals (million m3)","2001","2001",31000,,
"TUR","Turkey","WATE36","Irrigation water withdrawals (million m3)","2002","2002",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE36","Irrigation water withdrawals (million m3)","2003","2003",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE36","Irrigation water withdrawals (million m3)","2004","2004",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE36","Irrigation water withdrawals (million m3)","2005","2005",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE37","Irrigation groundwater withdrawals (million m3)","1990","1990",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE37","Irrigation groundwater withdrawals (million m3)","1991","1991",3800,,
"TUR","Turkey","WATE37","Irrigation groundwater withdrawals (million m3)","1992","1992",4100,,
"TUR","Turkey","WATE37","Irrigation groundwater withdrawals (million m3)","1993","1993",4100,,
"TUR","Turkey","WATE37","Irrigation groundwater withdrawals (million m3)","1994","1994",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE37","Irrigation groundwater withdrawals (million m3)","1995","1995",2778,,
"TUR","Turkey","WATE37","Irrigation groundwater withdrawals (million m3)","1996","1996",2892,,
"TUR","Turkey","WATE37","Irrigation groundwater withdrawals (million m3)","1997","1997",3036,,
"TUR","Turkey","WATE37","Irrigation groundwater withdrawals (million m3)","1998","1998",3138,,
"TUR","Turkey","WATE37","Irrigation groundwater withdrawals (million m3)","1999","1999",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE37","Irrigation groundwater withdrawals (million m3)","2000","2000",3400,,
"TUR","Turkey","WATE37","Irrigation groundwater withdrawals (million m3)","2001","2001",3400,,
"TUR","Turkey","WATE37","Irrigation groundwater withdrawals (million m3)","2002","2002",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE37","Irrigation groundwater withdrawals (million m3)","2003","2003",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE37","Irrigation groundwater withdrawals (million m3)","2004","2004",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE37","Irrigation groundwater withdrawals (million m3)","2005","2005",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE38","Irrigation area (hectares)","1990","1990",3800000,,
"TUR","Turkey","WATE38","Irrigation area (hectares)","1991","1991",3093000,,
"TUR","Turkey","WATE38","Irrigation area (hectares)","1992","1992",3093000,,
"TUR","Turkey","WATE38","Irrigation area (hectares)","1993","1993",3093000,,
"TUR","Turkey","WATE38","Irrigation area (hectares)","1994","1994",3093000,,
"TUR","Turkey","WATE38","Irrigation area (hectares)","1995","1995",3093000,,
"TUR","Turkey","WATE38","Irrigation area (hectares)","1996","1996",3093000,,
"TUR","Turkey","WATE38","Irrigation area (hectares)","1997","1997",3093000,,
"TUR","Turkey","WATE38","Irrigation area (hectares)","1998","1998",3093000,,
"TUR","Turkey","WATE38","Irrigation area (hectares)","1999","1999",3093000,,
"TUR","Turkey","WATE38","Irrigation area (hectares)","2000","2000",3093000,,
"TUR","Turkey","WATE38","Irrigation area (hectares)","2001","2001",3506000,,
"TUR","Turkey","WATE38","Irrigation area (hectares)","2002","2002",3506000,,
"TUR","Turkey","WATE38","Irrigation area (hectares)","2003","2003",3506000,,
"TUR","Turkey","WATE38","Irrigation area (hectares)","2004","2004",3506000,,
"TUR","Turkey","WATE38","Irrigation area (hectares)","2005","2005",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","1990","1990",5.48078947368421,,
"TUR","Turkey","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","1991","1991",5.61623019721953,,
"TUR","Turkey","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","1992","1992",5.89654057549305,,
"TUR","Turkey","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","1993","1993",5.74426123504688,,
"TUR","Turkey","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","1994","1994",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","1995","1995",7.51309408341416,,
"TUR","Turkey","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","1996","1996",7.67798254122211,,
"TUR","Turkey","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","1997","1997",8.06854186873585,,
"TUR","Turkey","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","1998","1998",8.62204978984804,,
"TUR","Turkey","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","1999","1999",9.4406724862593,,
"TUR","Turkey","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","2000","2000",9.89330746847721,,
"TUR","Turkey","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","2001","2001",8.84198516828294,,
"TUR","Turkey","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","2002","2002",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","2003","2003",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","2004","2004",,"M","Missing value; data cannot exist"
"TUR","Turkey","WATE39","Irrigation water application rates (Megaliters per hectare of irrigated land)","2005","2005",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1990","1990",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1991","1991",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1992","1992",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1993","1993",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1994","1994",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1995","1995",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1996","1996",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1997","1997",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1998","1998",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1999","1999",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2000","2000",30,,
"GBR","United Kingdom","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2001","2001",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2002","2002",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2003","2003",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2004","2004",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE5","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2005","2005",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE6","Share of agriculture in total emissions of nitrogen (%)","1990","1990",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE6","Share of agriculture in total emissions of nitrogen (%)","1991","1991",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE6","Share of agriculture in total emissions of nitrogen (%)","1992","1992",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE6","Share of agriculture in total emissions of nitrogen (%)","1993","1993",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE6","Share of agriculture in total emissions of nitrogen (%)","1994","1994",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE6","Share of agriculture in total emissions of nitrogen (%)","1995","1995",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE6","Share of agriculture in total emissions of nitrogen (%)","1996","1996",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE6","Share of agriculture in total emissions of nitrogen (%)","1997","1997",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE6","Share of agriculture in total emissions of nitrogen (%)","1998","1998",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE6","Share of agriculture in total emissions of nitrogen (%)","1999","1999",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE6","Share of agriculture in total emissions of nitrogen (%)","2000","2000",60,,
"GBR","United Kingdom","WATE6","Share of agriculture in total emissions of nitrogen (%)","2001","2001",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE6","Share of agriculture in total emissions of nitrogen (%)","2002","2002",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE6","Share of agriculture in total emissions of nitrogen (%)","2003","2003",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE6","Share of agriculture in total emissions of nitrogen (%)","2004","2004",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE6","Share of agriculture in total emissions of nitrogen (%)","2005","2005",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1990","1990",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1991","1991",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1992","1992",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1993","1993",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1994","1994",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1995","1995",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1996","1996",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1997","1997",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1998","1998",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","1999","1999",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2000","2000",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2001","2001",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2002","2002",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2003","2003",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2004","2004",14.6,,
"GBR","United Kingdom","WATE8","Monitoring sites in agricultural areas that exceed recommended drinking water limits (%)","2005","2005",,"M","Missing value; data cannot exist"
